0	0	0	0	0	0	0	0	0	0	0	6.91788e-310	6.91788e-310
0.0121012	-0.019504	0.00409051	-0.0201457	-0.0173286	0	0	0	0	0	0	6.91788e-310	0.17358
0.0121012	-0.019504	0.00409051	-0.0201457	-0.0173286	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	6.91788e-310	0.17358
0.364757	0.0308818	0.905145	0.0403893	0.0180017	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	6.91788e-310	47.0088
0.364757	0.0308818	0.905145	0.0403893	0.0180017	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	6.91788e-310	47.0088
3.27612	0.333017	2.49422	0.513509	0.292039	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	6.91788e-310	27.9936
3.27612	0.333017	2.49422	0.513509	0.292039	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	6.91788e-310	27.9936
6.14178	0.734386	2.45333	0.0981545	-0.0897112	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	6.91788e-310	8.73239
6.14178	0.734386	2.45333	0.0981545	-0.0897112	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	6.91788e-310	8.73239
8.76464	0.887719	2.62097	0.0012919	-0.0911362	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	6.91788e-310	0.404349
8.76464	0.887719	2.62097	0.0012919	-0.0911362	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	6.91788e-310	0.404349
11.3696	1.31436	2.61306	0.130611	0.0264933	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	6.91788e-310	0.702563
11.3696	1.31436	2.61306	0.130611	0.0264933	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	6.91788e-310	0.702563
13.7286	1.94279	2.60346	0.266186	0.0813364	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	6.91788e-310	0.343254
13.7286	1.94279	2.60346	0.266186	0.0813364	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	6.91788e-310	0.343254
16.2507	2.78921	2.83771	0.354689	0.0786263	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	6.91788e-310	0.32903
16.2507	2.78921	2.83771	0.354689	0.0786263	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	6.91788e-310	0.32903
19.068	3.82776	2.9151	0.40279	0.0711956	19.363	3.87122	18.923	3.74161	2.61382	0.95648	6.91788e-310	1.80825
19.068	3.82776	2.9151	0.40279	0.0711956	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	6.91788e-310	1.80825
21.6256	4.79321	2.96906	0.390802	0.0281957	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	6.91788e-310	0.174084
21.6256	4.79321	2.96906	0.390802	0.0281957	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	6.91788e-310	0.174084
24.4636	5.89914	3.26479	0.362717	-0.0069201	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	6.91788e-310	0.560963
24.4636	5.89914	3.26479	0.362717	-0.0069201	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	6.91788e-310	0.560963
26.8347	6.96103	3.07713	0.388706	0.00542255	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	6.91788e-310	3.09647
26.8347	6.96103	3.07713	0.388706	0.00542255	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	6.91788e-310	3.09647
29.4856	8.19541	3.22205	0.410945	0.00628497	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	6.91788e-310	0.229541
29.4856	8.19541	3.22205	0.410945	0.00628497	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	6.91788e-310	0.229541
31.9021	9.51045	3.08352	0.474186	0.0304205	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	6.91788e-310	0.671742
31.9021	9.51045	3.08352	0.474186	0.0304205	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	6.91788e-310	0.671742
34.841	10.8561	3.38834	0.420779	-0.0117951	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	6.91788e-310	1.34118
34.841	10.8561	3.38834	0.420779	-0.0117951	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	6.91788e-310	1.34118
37.5287	12.261	3.37466	0.443004	-0.00012676	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	6.91788e-310	0.146777
37.5287	12.261	3.37466	0.443004	-0.00012676	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	6.91788e-310	0.146777
40.0104	13.6496	3.26224	0.485724	0.016811	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	6.91788e-310	0.727766
40.0104	13.6496	3.26224	0.485724	0.016811	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	6.91788e-310	0.727766
42.6135	14.998	3.36711	0.468249	-0.00469183	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	6.91788e-310	0.436263
42.6135	14.998	3.36711	0.468249	-0.00469183	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	6.91788e-310	0.436263
45.5172	16.4515	3.55354	0.437859	-0.0185879	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	6.91788e-310	0.325802
45.5172	16.4515	3.55354	0.437859	-0.0185879	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	6.91788e-310	0.325802
48.0233	17.599	3.22773	0.427287	-0.00978697	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	6.91788e-310	1.05709
48.0233	17.599	3.22773	0.427287	-0.00978697	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	6.91788e-310	1.05709
50.5803	18.7944	3.26002	0.418414	-0.0110259	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	6.91788e-310	0.16039
50.5803	18.7944	3.26002	0.418414	-0.0110259	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	6.91788e-310	0.16039
53.3687	19.8619	3.33535	0.36673	-0.0252864	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	6.91788e-310	0.206664
53.3687	19.8619	3.33535	0.36673	-0.0252864	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	6.91788e-310	0.206664
55.895	20.9207	3.2231	0.361311	-0.0188973	55.867	20.985	55.9669	20.9874	2.56561	0.978022	6.91788e-310	0.155012
55.895	20.9207	3.2231	0.361311	-0.0188973	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	6.91788e-310	0.155012
58.5319	21.9648	3.31527	0.357699	-0.0134989	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	6.91788e-310	0.070245
58.5319	21.9648	3.31527	0.357699	-0.0134989	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	6.91788e-310	0.070245
60.8843	22.7194	3.08879	0.332312	-0.0171523	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	6.91788e-310	1.14978
60.8843	22.7194	3.08879	0.332312	-0.0171523	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	6.91788e-310	1.14978
63.5628	23.6847	3.24373	0.32952	-0.0116594	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	6.91788e-310	0.463407
63.5628	23.6847	3.24373	0.32952	-0.0116594	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	6.91788e-310	0.463407
65.919	24.0401	2.92901	0.234378	-0.0405674	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	6.91788e-310	0.796747
65.919	24.0401	2.92901	0.234378	-0.0405674	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	6.91788e-310	0.796747
68.478	24.7616	3.15077	0.261887	-0.0100053	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	6.91788e-310	0.323128
68.478	24.7616	3.15077	0.261887	-0.0100053	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	6.91788e-310	0.323128
70.8112	24.7974	2.86027	0.145518	-0.0476494	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	6.91788e-310	1.03505
70.8112	24.7974	2.86027	0.145518	-0.0476494	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	6.91788e-310	1.03505
73.072	24.9768	2.81384	0.0834113	-0.0537452	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	6.91788e-310	0.0535692
73.072	24.9768	2.81384	0.0834113	-0.0537452	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	6.91788e-310	0.0535692
