8.46292	0.243462	0	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0	6.94918e-310	6.94918e-310
8.46016	0.246046	-0.00157876	0.00301608	0.00251207	8.44818	0.251553	8.45	0.25	-3.00027	0	0.00981633	6.94918e-310
8.46439	0.244814	0.000173253	0.000824772	0.00057973	8.56759	0.241943	8.45	0.25	0	0	0.00981633	0.123893
8.46289	0.246731	-0.000845665	0.00309287	0.00228234	8.45582	0.253997	8.45	0.25	0	0	0.00564957	0.123893
8.38954	0.237688	-0.511499	-0.00752321	-0.00802768	8.42544	0.254042	8.35	0.25	-1.81979	0	0.00564957	27.7825
8.34281	0.240789	-0.534747	-0.000833546	-0.00287826	8.23962	0.24916	8.25	0.25	-1.81978	0	0.563515	27.7825
8.15244	0.230273	-1.58114	-0.016044	-0.0146304	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994	0.563515	71.6193
8.03884	0.22538	-1.63189	-0.0148645	-0.0118524	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993	2.26146	71.6193
7.86538	0.223718	-2.16305	-0.0137597	-0.00755534	7.61269	0.155818	7.7	0.15	-2.99982	0	2.26146	20.057
7.72487	0.219816	-2.21264	-0.00637232	0.000302632	7.54016	0.159641	7.55	0.15	-2.99982	0	1.96363	20.057
7.6156	0.215848	-2.11918	-0.000201634	0.00704385	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239	1.96363	1.06276
7.47435	0.195442	-2.15546	0.0353683	0.0420647	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823	2.21838	1.06276
7.3139	0.180571	-2.39071	0.0522024	0.057468	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507	2.21838	3.9954
7.16209	0.129891	-2.42249	0.127114	0.120202	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499	2.47153	3.9954
7.05901	0.0658825	-2.20038	0.213236	0.185917	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898	2.47153	5.89677
6.92671	-0.0377126	-2.23934	0.329342	0.271471	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897	3.24878	5.89677
6.81764	-0.119155	-2.25296	0.40025	0.316804	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075	3.24878	1.80916
6.70324	-0.244337	-2.31498	0.509215	0.388536	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075	3.09041	1.80916
6.65965	-0.398603	-2.06404	0.670697	0.513547	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769	3.09041	9.7174
6.57622	-0.511635	-2.11446	0.743789	0.548904	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769	1.17225	9.7174
6.53391	-0.683481	-1.9695	0.902409	0.673429	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498	1.17225	8.83612
6.46468	-0.838935	-2.06823	0.996886	0.715234	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494	2.69208	8.83612
6.38084	-0.939997	-2.17666	1.01	0.671456	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898	2.69208	3.17804
6.3061	-1.09237	-2.2802	1.07527	0.690593	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896	1.6025	3.17804
6.35725	-1.37005	-2.19675	1.37789	1.03483	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894	1.6025	44.2794
6.33895	-1.52763	-2.27434	1.45493	1.04857	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	0.988427	44.2794
6.30396	-1.61313	-2.2179	1.44897	0.952864	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	0.988427	4.41368
6.28117	-1.77311	-2.33763	1.5044	0.951563	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	1.8678	4.41368
6.31236	-1.98503	-2.58674	1.65296	1.10711	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	1.8678	10.6644
6.32681	-2.13929	-2.64585	1.71184	1.10589	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	0.56741	10.6644
6.32676	-2.26276	-2.54248	1.73108	1.03382	6.32593	-2.40018	6.35	-2.4	0	-2.72613	0.56741	2.48541
6.34759	-2.43263	-2.61763	1.78263	1.02244	6.34927	-2.55175	6.35	-2.55	0	-2.72611	0.803742	2.48541
6.39156	-2.60499	-2.7383	1.85406	1.04955	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	0.803742	1.04935
6.43301	-2.7692	-2.78457	1.90487	1.0391	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	0.307646	1.04935
6.45263	-2.87995	-2.62869	1.92192	0.977253	6.46536	-3.00452	6.45	-3	0	-2.99754	0.307646	2.92755
6.48337	-3.03734	-2.69842	1.94936	0.950456	6.44119	-3.14955	6.45	-3.15	0	-2.99754	0.846487	2.92755
6.53969	-3.19631	-2.77026	1.99684	0.948028	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	0.846487	0.49301
6.58821	-3.36451	-2.82577	2.02648	0.921491	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	0.629505	0.49301
